u1,u2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
2*P/3 + S/3,2*P/3 + T/3
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/3 + S/3,2*P/3 + T/3
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/3 + S/3,2*P/3 + T/3
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/3 + S/3,2*P/3 + T/3
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/3 + S/3,2*P/3 + T/3
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/3 + S/3,2*P/3 + T/3
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/3 + S/3,2*P/3 + T/3
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/3 + S/3,2*P/3 + T/3
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/3 + S/3,2*P/3 + T/3
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/3 + S/3,2*P/3 + T/3
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/3 + S/3,2*P/3 + T/3
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/3 + S/3,2*P/3 + T/3
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/3 + S/3,2*P/3 + T/3
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/3 + S/3,2*P/3 + T/3
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
P/3 + R/6 + S/3 + T/6,P/3 + R/6 + S/6 + T/3
2*P/3 + S/3,2*P/3 + T/3
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/3 + S/3,2*P/3 + T/3
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
2*P/5 + 2*S/5 + T/5,2*P/5 + S/5 + 2*T/5
2*P/7 + 2*R/7 + 2*S/7 + T/7,2*P/7 + 2*R/7 + S/7 + 2*T/7
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
P/6 + R/6 + S/3 + T/3,P/6 + R/6 + S/3 + T/3
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/3 + S/3 + T/3,P/3 + S/3 + T/3
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
P/7 + 2*R/7 + 2*S/7 + 2*T/7,P/7 + 2*R/7 + 2*S/7 + 2*T/7
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
S/2 + T/2,S/2 + T/2
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
R/3 + S/3 + T/3,R/3 + S/3 + T/3
